account,total_volume,total_pnl,total_trades,profitable_trades,unprofitable_trades,avg_profit_per_trade,avg_loss_per_trade,total_positive_pnl,total_negative_pnl,days_since_first_trade,days_since_last_trade,daily_mean_ROI,daily_ROI_std,MDD,close_trades_in_lastfew_months,max_volume,daily_SUM_ROI,neg_returns,exchange,mean_open_trades,median_open_trades,mode_open_trades,std_negative_returns,optimum_profit_percentage,optimum_stop_loss_percentage,ROI_Profit_Percent,trade_type,win_rate,profit_factor,sharpe_ratio,sortino_ratio,Ranking_Score
0xb00fc59c052b51be4a740091de922511d4932f11,3383373.998,5514.104387,57,29,28,464.972141,-284.6459893,13484.19209,-7970.087701,684,531,0.293013494,1.430327818,0,0,155553.5778,16.70176915,-15.40739504,GMXV1,1,1,1,0.457633409,0.043092762,-0.214308185,0.162976496,SELL,0.50877193,1.691763106,3.886625579,11.9709474,0.134988135
0x7fe133f5bd02f70d675ffd7e1c984fa6191f2725,492140.3843,13413.35098,31,26,5,559.2617117,-225.4907058,14540.80451,-1127.453529,285,165,2.69243383,3.399535592,0,8,82789.72,83.46544874,-14.20016505,GMXV1,3.75,3.5,3,1.280074324,2.99839972,0,2.725513168,SELL,0.838709677,12.88648946,15.08676907,39.87280047,0.134846138
0x5ca5f7b79aa05dc5824a7b04d51063845cdf8eaf,1314437.555,7186.848238,238,155,83,80.33726274,-63.43888539,12452.27573,-5265.427487,558,374,0.614520581,2.136223129,0,0,34395.89653,146.2558984,-106.1517074,GMXV1,1,1,1,0.993076229,0.513545378,-0.464288467,0.546762241,SELL,0.651260504,2.364653412,5.47026032,11.70439382,0.134678672
0x106e026cd14b66dd0e6222f2511bcb8fb1cf4a2c,18622644.4,19993.09411,181,150,31,289.6876657,-756.7759921,43453.14986,-23460.05575,283,171,0.321323862,0.912977599,0,35,1023294.157,58.15961911,-22.1245332,GMXV1,2.5,2.5,1,0.691087597,0.327555336,0,0.10735905,SELL,0.828729282,1.8521822,6.651173094,8.756229315,0.13467049
0x036c484ce847ab15f8fbcce5b3e0ea98b1b6b6a1,38149029.76,46345.5398,70,38,32,20036.2528,-22344.75209,761377.6065,-715032.0667,1059,491,0.189085331,3.720826103,125351.7898,0,4110984.469,13.23597314,-97.89350588,GMXV1,1,1,1,2.060782686,0.50970888,-2.241018676,0.121485501,SELL,0.542857143,1.064815939,0.968276212,1.744495061,0.134669626
0x9469c98be5afd94cd601e094bc401ddd37f480a3,867856376.9,1535787.921,1494,660,834,7527.680881,-4115.685205,4968269.381,-3432481.461,686,45,0.264430566,1.751472766,527.9241189,1331,8748241.387,395.0592656,-586.3395304,GAINS,1,1,1,0.69025572,0,-0.503600719,0.176963373,SELL,0.441767068,1.447427755,2.868019857,7.214419995,0.134641199
0x53a34a10f027beffa8c1235fe91aacab02bed205,3111162.948,8623.829765,102,54,48,458.67775,-336.3493486,24768.5985,-16144.76873,706,504,0.351856898,2.335824684,0,0,102289.1913,35.88940357,-58.66111864,GMXV1,1.071428571,1,1,0.952465333,0.037201973,-0.844208807,0.27718991,SELL,0.529411765,1.534123206,2.865609114,6.984372694,0.134564049
0x1f662de505a342178d5aaba794155d301cbd5236,55436234.36,295698.0369,126,71,55,9586.001631,-6998.328706,680606.1158,-384908.0788,581,464,1.766013883,4.515062171,2307.167212,0,2542190.03,222.5177492,-70.56041902,GMXV1,1,1,1,0.959064115,0.286557397,-0.8258478,0.533402098,SELL,0.563492063,1.768228273,7.456173325,34.81673436,0.134462774
0xa125a50f50c40d5115d8f808c3b070009bf05d5d,9495182.528,56835.55421,35,17,18,5333.477165,-1879.642088,90669.1118,-33833.55759,676,548,0.999424428,5.25467462,0,0,1802057.095,34.97985496,-20.40723034,GMXV1,1,1,1,0.92832506,0,-0.557306184,0.598572529,SELL,0.485714286,2.679807813,3.62681044,20.34900024,0.134427299
0x2e2f6db34ffc3c7c99371886ab3410f8431f8691,2284642.038,22577.12879,41,35,6,1591.871535,-5523.062491,55715.50374,-33138.37495,390,150,0.952353047,4.928365006,1365.289193,6,161717.3725,39.04647492,-56.82523405,GMXV1,3.166666667,2,2,3.597147874,1.938447392,0,0.988212964,SELL,0.853658537,1.681278051,3.684352897,5.044062526,0.134352152
0x65d09266a361d66b5081c31e15e3fa0bca1b8bb5,3488222.463,88814.73204,67,56,11,2044.082586,-2332.172069,114468.6248,-25653.89276,523,164,1.570242577,4.889298367,0,5,265019.5559,105.2062527,-67.78920952,GMXV1,1.214285714,1,1,2.982529942,1.97957783,0,2.546131532,SELL,0.835820896,4.461902291,6.12321195,10.02477599,0.134334799
0xde7ee36eb30caf9decc3caa28292c99a26d667b2,16089614.31,28996.27506,87,40,47,3543.285541,-2398.62014,141731.4216,-112735.1466,763,576,0.156995634,2.498799236,1088.511953,0,790224.8084,13.65862016,-72.6056154,GMXV1,3,3,3,1.179152707,0,-1.81020978,0.180217341,SELL,0.459770115,1.257204774,1.195550977,2.522297899,0.134310808
0x46ef2b2c7fa09329e909d4f85d1fe90c8873f8cd,11285802.92,64356.43965,108,57,51,2163.638332,-1156.293045,123327.3849,-58970.94528,975,500,0.502239814,2.355369192,0,0,533227.7582,54.24189987,-62.57618115,GMXV1,2,2,2,0.879024982,0.286044334,-0.925105511,0.570242455,SELL,0.527777778,2.091306033,4.056566813,10.79303547,0.134143263
0xcd8f56c841e5253667e9318c9b1a82462622b918,1723274.446,8065.626408,31,16,15,725.492355,-236.1500848,11607.87768,-3542.251272,695,513,0.564937157,2.063467681,0,0,119854.2191,17.51305188,-9.358384195,GMXV1,1,1,1,0.497337435,0.018112712,-0.396620122,0.468040736,SELL,0.516129032,3.276334866,5.205342402,21.27402495,0.134133397
0x6031b736d50f0d4845eb756169e74f7e3756e157,16907693.69,9454.672774,122,76,46,1249.049121,-1858.110008,94927.73316,-85473.06039,542,399,0.340982382,1.348920056,39.46664881,0,739566.5353,41.59985055,-45.13291531,GMXV1,2,2,3,0.589820321,0.363461519,-0.742877547,0.055919352,SELL,0.62295082,1.110614527,4.793850253,10.86068449,0.13404009
0x92812499ff2c040f93121aab684680a6e603c4a7,594517759.9,11429875.08,49,38,11,415303.4584,-395605.1214,15781531.42,-4351656.336,261,155,1.530957157,4.100372707,0,20,40413034.91,75.01690069,-48.55456806,GMXV1,1.4,1,1,2.473927011,2.372885318,0,1.922545608,SELL,0.775510204,3.626556781,7.115874278,11.77526364,0.133877662
0xe2a276490f776f379174daa845e3fed05acbe21d,10719380.56,84367.97308,126,119,7,740.7334634,-539.9012942,88147.28214,-3779.309059,445,16,11.79106188,31.32477516,0,83,170127.9411,1485.673797,-9.540871449,GMXV1,1.142857143,1,1,0.354302383,0.776833376,0,0.787060154,SELL,0.944444444,23.31774486,7.189070921,618.3542341,0.133833133
0xe611ded16e02dc75c139d15b4bc30dd4f29c32ea,2680207.474,10010.49283,79,28,51,671.623629,-172.4503682,18805.46161,-8794.96878,876,683,0.73620103,3.096349058,0,0,88973.4,58.15988139,-30.81566965,GMXV1,2,2,1,0.902969387,0,-0.333936544,0.373496937,SELL,0.35443038,2.138077349,4.527855908,15.4058845,0.133824339
